AccountNumber,DealNumber,Total_Amount,Total_Discount,Net_Total_Amount,Age in Days,Setup,Product,Deals_Per_Account
272916,20237809,243.99,146.39,97.6,30.0,$1.00,Amnesty Listing Easy Start B,2
272960,20019508,2927.88,658.77,2269.11,31.0,$49.99,Winback Listing Easy Start B,1
273002,20082738,1979.91,758.96,1220.95,31.0,$1.00,Amnesty Listing Easy Start B,1
273013,20034566,1951.92,756.3499999999999,1195.57,31.0,$1.00,Amnesty Listing Easy Start B,2
273013,20239035,365.96999999999997,0.0,365.96999999999997,30.0,$1.00,Amnesty Listing B,2
273035,20133296,365.96999999999997,0.0,365.96999999999997,31.0,$49.99,Winback Listing B,1
273056,444993,1221.2,122.12,1099.08,914.0,$49.99,Online Presence Package B,1
273103,20023818,1829.94,640.47,1189.47,31.0,$1.00,Amnesty Listing Easy Start B,2
273103,20247023,439.98,0.0,439.98,31.0,$1.00,Amnesty Listing B,2
273106,841110,487.98,0.0,487.98,245.0,$24.99,Winback Listing Easy Start B,1
273111,877309,149.99,0.0,149.99,220.0,$1.01,Winback Listing B,3
273111,20136835,879.96,461.97,417.99,31.0,$1.02,Winback Listing Easy Start B,3
273111,20252521,439.98,263.98,176.0,31.0,$1.01,Winback Listing Easy Start B,3
273129,898607,2198.16,0.0,2198.16,184.0,$0.00,Amnesty Listing B,1
273175,724333,1465.44,0.0,1465.44,455.0,$1.00,Amnesty Listing B,1
273201,20101812,968.0,0.0,968.0,30.0,$1.00,Winback Listing B,1
273202,20101841,1951.92,658.77,1293.15,30.0,$1.00,Winback Listing Easy Start B,1
273206,977397,365.98,91.49,274.49,72.0,$49.99,Amnesty Listing B,1
273216,20181621,1097.97,658.77,439.20000000000005,34.0,$49.99,Winback Listing Easy Start B,1
273218,445336,2198.16,91.59,2106.57,912.0,$1.00,Online Presence Package B,1
273264,521458,549.54,0.0,549.54,761.0,$49.99,Online Presence Package B,1
273289,20110771,879.96,615.96,264.0,28.0,$1.01,Amnesty Listing Easy Start B,2
273289,20252560,219.99,131.99,88.0,31.0,$1.01,Amnesty Listing Easy Start B,2
273296,446009,488.48,0.0,488.48,898.0,$49.99,Online Presence Package B,2
273296,20094556,983.92,61.48,922.4399999999999,30.0,$1.10,Amnesty Listing B,2
273301,446029,2198.16,0.0,2198.16,912.0,$49.99,Online Presence Package B,1
273323,519040,1465.44,0.0,1465.44,761.0,$1.00,Amnesty Listing B,1
273341,487039,1465.44,0.0,1465.44,820.0,$49.99,Online Presence Package B,1
273348,20179053,659.97,395.97,264.0,29.0,$9.99,Winback Listing Easy Start B,1
273387,602883,183.18,0.0,183.18,640.0,$49.99,Winback Listing B,1
273423,865937,2195.91,0.0,2195.91,214.0,$1.00,Winback Listing Easy Start B,1
273435,451679,2931.0,488.48,2442.52,791.0,$1.00,Online Presence Package B,1
273509,447688,2198.16,0.0,2198.16,913.0,$25.00,Online Presence Package B,1
273555,448335,1465.44,0.0,1465.44,883.0,$49.99,Online Presence Package B,1
273559,20196767,975.96,512.37,463.59,31.0,$9.99,Winback Listing Easy Start B,1
273585,818643,365.96999999999997,121.98,243.99,275.0,$49.99,Winback Listing B,1
273612,20085222,439.98,263.98,176.0,33.0,$10.00,Winback Listing Easy Start B,1
273632,448678,976.96,0.0,976.96,883.0,$49.99,Online Presence Package B,1
273643,575781,183.18,0.0,183.18,671.0,$1.01,Amnesty Listing B,1
273658,20070816,219.99,131.99,88.0,28.0,$1.00,Amnesty Listing Easy Start B,2
273658,20176560,1099.95,527.97,571.98,31.0,$1.00,Winback Listing Easy Start B,2
273671,20268731,243.99,0.0,243.99,32.0,$49.99,Winback Listing B,1
273736,449528,1465.44,0.0,1465.44,883.0,$49.99,Online Presence Package B,1
273755,20041507,366.36,0.0,366.36,29.0,$1.00,Amnesty Listing B,2
273755,20247411,439.98,263.98,176.0,31.0,$9.99,Amnesty Listing Easy Start B,2
273756,677009,439.96,0.0,439.96,518.0,$1.00,Winback Listing B,2
273756,20124632,769.93,0.0,769.93,31.0,$1.00,Amnesty Listing B,2
273767,20045700,731.96,0.0,731.96,31.0,$49.99,Online Presence Package B,1
273835,20145356,1319.94,593.97,725.97,30.0,$1.00,Winback Listing Easy Start B,1
273858,20070980,1499.9,0.0,1499.9,28.0,$1.00,Winback Listing B,1
273874,20046016,1341.8899999999999,274.47,1067.42,31.0,$24.99,Amnesty Listing B,1
273877,450902,1465.44,61.06,1404.38,883.0,$1.00,Online Presence Package B,1
273878,450897,2931.0,122.12,2808.88,883.0,$1.01,Online Presence Package B,1
